cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
0001438650,"VIRTUAL MEDICAL INTERNATIONAL, INC.",781661,OTC Markets,OTC Pink No Information,OTC,QEBR,3990,Miscellaneous Manufacturing Industries
0001438660,AYERS EXPLORATION INC.,785368,OTC Markets,OTC Pink No Information,OTC,AYXE,1400,Mining and Quarrying Of Nonmetallic Minerals (No Fuels)
0001438665,"MUNDUS GROUP, INC.",790492,OTC Markets,OTC Pink No Information,OTC,MNDP,,
0001438672,BAKKEN ENERGY CORP.,783081,OTC Markets,OTC Pink No Information,OTC,BKEN,7500,"Services-Automotive Repair, Services and Parking"
0001438673,EVERGREEN-AGRA GLOBAL INVESTMENTS INC,787125,OTC Markets,OTC Pink Limited,OTC,EGRN,8742,Services-Management Consulting Services
0001438731,ALJ REGIONAL HOLDINGS INC,781729,NASDAQ,NASDAQ Global Market,Nasdaq Capital Market,ALJJ,7389,"Services-Business Services, Not Elsewhere Classified"
0001438804,"LMB TECHNOLOGIES, INC.",782084,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001438817,"BRAND ENERGY, INC.",783150,,,,,1700,Construction-Special Trade Contractors
0001438882,SILLENGER EXPLORATION CORP.,782059,OTC Markets,OTC Pink No Information,OTC,SLGX,1040,Gold And Silver Ores
0001438884,BE RESOURCES INC.,782515,OTC,Grey Market,OTC,BSRSF,1090,Miscellaneous Metal Ores
0001438897,"INLAND DIVERSIFIED REAL ESTATE TRUST, INC.",785208,,,,,6798,Real Estate Investment Trusts
0001438901,"MEDCAREERS GROUP, INC.",783435,OTC Markets,OTC Pink Limited,OTC,MCGI,7389,"Services-Business Services, Not Elsewhere Classified"
0001438943,"VITALITY BIOPHARMA, INC.",784748,OTC Markets,OTCQB,OTC,VBIO,8731,Services-Commercial Physical and Biological Research
0001438945,"STRIKE AXE, INC",782108,,,,,6770,Blank Checks
0001438964,"ZOOSK, INC",781918,,,,,7370,"Services-Computer Programming, Data Processing, Etc."
0001439007,KERR MINES INC,781919,OTC Markets,OTC Pink Current,OTC,KERMF,,
0001439026,"APERION BIOLOGICS, INC.",782054,,,,,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
0001439083,CWCAPITAL REALTY TRUST INC.,785687,,,,,6798,Real Estate Investment Trusts
0001439095,MRC GLOBAL INC.,785894,NYSE,NYSE,NYSE,MRC,5084,Wholesale-Industrial Machinery and Equipment
0001439124,BRAZILIAN ELECTRIC POWER CO,783262,OTC Markets,OTC Pink Limited,NYSE,EBR,4911,Electric Services
0001439133,"WINDSTREAM TECHNOLOGIES, INC.",782779,OTC Markets,OTC Pink Limited,OTC,WSTI,3612,"Power, Distribution and Specialty Transformers"
0001439142,GREEN AND HILL INDUSTRIES INC,783975,OTC Markets,Caveat Emptor,OTC,GHIL,2092,Prepared Fresh or Frozen Fish and Seafoods
0001439154,UNITED STATES OIL & GAS CORP,808894,,,,,5172,Wholesale-Petroleum and Petroleum Products (No Bulk Stations)
0001439199,CTPARTNERS EXECUTIVE SEARCH INC.,782159,,,,,7361,Services-Employment Agencies
0001439210,"AUTOGENOMICS, INC.",783811,,,,,3826,Laboratory Analytical Instruments
0001439222,AGIOS PHARMACEUTICALS INC,782125,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,AGIO,2834,Pharmaceutical Preparations
0001439229,CHINA MASS MEDIA CORP.,782794,,,,,7311,Services-Advertising Agencies
0001439237,"ADGS ADVISORY, INC.",783350,OTC Markets,OTC Pink No Information,OTC,ADGS,8700,"Services-Engineering, Accounting, Research, Management"
0001439254,CEETOP INC.,782223,OTC Markets,OTCQB,OTC,CTOP,5065,"Wholesale-Electronic Parts and Equipment, Not Elsewhere Classifi"
0001439264,BONANZA GOLDFIELD CORP.,782753,OTC Markets,OTC Pink No Information,OTC,BONZ,1000,Metal Mining
0001439272,AUTO STAR INC,785005,,,,,5500,Retail-Auto Dealers and Gasoline Stations
0001439288,REXNORD CORP,783169,NYSE,NYSE,NYSE,RXN,3560,General Industrial Machinery And Equipment
0001439299,"CONSUMER CAPITAL GROUP, INC.",782905,OTC Markets,OTC Pink Current,OTC,CCGN,6159,Miscellaneous Business Credit Institution
0001439397,"NORTHSIGHT CAPITAL, INC.",782775,OTC Markets,OTC Pink Current,OTC,NCAP,2080,Beverages
0001439404,ZYNGA INC,782377,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ZNGA,7374,Services-Computer Processing and Data Preparation
0001439434,"GLOBAL PHARM HOLDINGS GROUP, INC.",782765,OTC Markets,OTC Pink No Information,OTC,GPHG,5122,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
0001439437,"DAVE & BUSTER'S HOLDINGS, INC.",782774,,,,,5812,Retail-Eating Places
0001439446,"FUSIONTECH, INC.",783080,,,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling "
0001439449,"FRESENIUS KABI PHARMACEUTICALS HOLDING, INC.",782438,,,,,2834,Pharmaceutical Preparations
0001439508,ZUMA BEACH ENTERTAINMENT INC,782562,,,,,,
0001439567,"UNITED STATES SHORT OIL FUND, LP",783158,NYSE,NYSE Arca,NYSE,DNO,6221,Commodity Contracts Brokers and Dealers
0001439569,NIUSULE BIO-PHARMACEUTICAL CORP.,783186,OTC Markets,OTC Pink No Information,OTC,NIUS,2000,Food and kindred products
0001439636,BAETA CORP,782641,,,,,3841,Surgical and Medical Instruments and Apparatus
0001439672,"CAMPELLO BANCORP, INC.",783163,,,,,6022,State Commercial Banks
0001439724,OAKRIDGE INTERNATIONAL CORP,782803,OTC Markets,OTC Pink No Information,OTC,OAKO,5090,Wholesale-Miscellaneous Durable Goods
0001439729,CANADIAN OIL RECOVERY & REMEDIATION ENTERPRISES LTD,782665,OTC Markets,OTC Pink Current,OTC,CRVYF,,
0001439746,"RESOURCE HOLDINGS, INC.",783202,,,,,6770,Blank Checks
0001439761,WORLD WEB PUBLISHING.COM CORP,782876,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001439762,SILVER MOUNTAIN MINES,782766,OTC,Grey Market,OTC,SVMMF,1040,Gold And Silver Ores
0001439813,STEVIA CORP,783104,OTC Markets,OTC Pink No Information,OTC,STEV,0700,Agricultural Services
0001439836,ARHT MEDIA INC,782829,OTC Markets,OTCQB,OTC,ARHTF,,
0001439927,CHINA TIME SHARE MEDIA CO. LTD,787338,,,,,7311,Services-Advertising Agencies
0001439969,GCL SILICON TECHNOLOGY HOLDINGS INC.,783263,,,,,3674,Semiconductors and Related Devices
0001439971,CIRCLE STAR ENERGY CORP.,784714,OTC Markets,OTC Pink No Information,OTC,CRCL,1311,Crude Petroleum and Natural Gas
0001439979,"PLUSH PROPERTIES, INC.",786505,,,,,6500,Real estate
0001440013,STR HOLDINGS LLC,784356,,,,,3081,Unsupported Plastics Film and Sheet
0001440024,"ROADRUNNER TRANSPORTATION SYSTEMS, INC.",783787,NYSE,NYSE,NYSE,RRTS,4731,Arrangement of Transportation of Freight and Cargo
0001440048,"LIFEHEALTHCARE, INC.",783121,,,,,2834,Pharmaceutical Preparations
0001440085,"B MANAGEMENT, INC.",783801,,,,,8742,Services-Management Consulting Services
0001440153,"BAKHU HOLDINGS, CORP.",787989,OTC Markets,OTC Pink No Information,OTC,BKUH,1040,Gold And Silver Ores
0001440172,BLUFOREST INC.,783255,OTC Markets,Caveat Emptor,OTC,BLUF,1000,Metal Mining
0001440252,"PLACETORENT.COM, INC.",783293,,,,,6519,"Lessors of Real Property, Not Elsewhere Classified"
0001440280,"EXTREME BIODIESEL, INC.",784790,OTC Markets,OTC Pink No Information,OTC,XTRM,3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
0001440292,UNITED DEVELOPMENT FUNDING IV,784582,NASDAQ,NASDAQ Global Select Market,OTC,UDFI,6798,Real Estate Investment Trusts
0001440350,"SPHERIC TECHNOLOGIES, INC.",789901,,,,,3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
0001440354,MOPIE (BVI) LTD,785367,,,,,,
0001440476,ASIA GREEN AGRICULTURE CORP,783428,,,,,0100,Agricultural Production-Crops
0001440495,SONTERA DESIGN INC.,784121,,,,,5900,Retail-Miscellaneous Retail
0001440496,DIGITAL DIRECT CORP.,784006,,,,,5731,"Retail-Radio, Television and Consumer Electronics Stores"
0001440517,"GREENFIELD FARMS FOOD, INC.",783397,OTC Markets,OTC Pink Limited,OTC,GRAS,0200,Agricultural Products-Livestock and Animal Specialties
0001440520,SOAP SILLY BATH & BODY,783394,,,,,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
0001440625,GATEWAY PACIFIC BANCORP,783663,,,,,6022,State Commercial Banks
0001440760,"CHINA NETWORK MEDIA, INC.",784037,OTC Markets,OTC Pink Current,OTC,CNNM,7374,Services-Computer Processing and Data Preparation
0001440770,"CHINA ELECTRONICS HOLDINGS, INC.",783882,OTC Markets,OTC Pink No Information,OTC,CEHD,5700,"Retail-Home Furniture, Furnishings and Equipment Stores"
0001440799,MMEX RESOURCES CORP,784093,OTC Markets,OTC Pink Limited,OTC,MMEX,7819,Services-Allied To Motion Picture Production
0001440819,VUMEE INC.,793448,OTC Markets,OTC Pink No Information,OTC,VUME,5940,Retail-Miscellaneous Shopping Goods Stores
0001440821,QUARTZ VENTURES INC.,784567,,,,,1090,Miscellaneous Metal Ores
0001440972,LITHIUM AMERS CORP,783862,OTC Markets,OTCQX International,OTC,LACDD,,
0001441082,LAKE FOREST MINERALS INC.,784723,OTC Markets,OTC Pink Current,OTC,LAKF,1000,Metal Mining
0001441236,CLEARWATER PAPER CORP,784407,NYSE,NYSE,NYSE,CLW,2631,Paperboard Mills
0001441247,EARTH DRAGON RESOURCES INC.,784120,,,,,2834,Pharmaceutical Preparations
0001441330,"NEXGEN STEEL, INC.",784674,,,,,3320,Iron And Steel Foundries
0001441362,AUTRIS,785201,OTC Markets,OTC Pink No Information,OTC,AUTR,2851,"Paints, Varnishes, Lacquers, Enamels and Allied Prods"
0001441390,CHINA NATURAL RESOURCES HOLDINGS INC,784167,,,,,,
0001441551,"DNA SYSTEMS, INC.",784344,,,,,7380,Services-Miscellaneous Business Services
0001441564,SOGUA BVI LTD,784934,,,,,7370,"Services-Computer Programming, Data Processing, Etc."
0001441567,MMODAL INC.,785835,,,,,7374,Services-Computer Processing and Data Preparation
0001441573,"IGENII, INC.",784652,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001441579,"VUFUSION, INC.",784323,,,,,7374,Services-Computer Processing and Data Preparation
0001441634,AVAGO TECHNOLOGIES LTD,786169,,,,,3674,Semiconductors and Related Devices
0001441649,"AMERICAN SMOOTH WAVE VENTURES, INC.",784888,,,,,5400,Retail-Food Stores
0001441683,APPIAN CORP,784471,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,APPN,7372,Services-Prepackaged Software
0001441693,MARRONE BIO INNOVATIONS INC,784445,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,MBII,2870,Agricultural Chemicals
0001441694,"ATTIC LIGHT ENTERTAINMENT, INC.",787313,,,,,,
0001441769,DIRECTVIEW HOLDINGS INC,784432,OTC Markets,OTC Pink Current,OTC,DIRV,4899,"Communications Services, Not Elsewhere Classified"
0001441816,"MONGODB, INC.",784648,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,MDB,7372,Services-Prepackaged Software
0001441849,CLOUD PEAK ENERGY INC.,784927,NYSE,NYSE,NYSE,CLD,1221,Bituminous Coal and Lignite Surface Mining
0001442101,"WESTERN LUCRATIVE ENTERPRISES, INC.",785180,OTC Markets,OTC Pink No Information,OTC,WLUC,7389,"Services-Business Services, Not Elsewhere Classified"
0001442145,"VERISK ANALYTICS, INC.",785278,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,VRSK,7374,Services-Computer Processing and Data Preparation
0001442215,BLAZE ENERGY CORP.,784759,,,,,1381,Drilling Oil and Gas Wells
0001442217,"THEROX, INC.",787052,,,,,3841,Surgical and Medical Instruments and Apparatus
0001442236,QUEST RESOURCE HOLDING CORP,785211,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,QRHC,7359,"Services-Equipment Rental and Leasing, Not Elsewhere Classified"
0001442345,TRINITY RESOURCES INC,784863,OTC Markets,OTC Pink No Information,OTC,TRRI,,
0001442376,"TOTAL SPORTS MEDIA, INC.",787749,OTC Markets,OTC Pink Current,OTC,TSMI,7310,Services-Advertising
0001442492,"LAREDO OIL, INC.",786320,OTC Markets,OTC Pink Current,OTC,LRDC,1311,Crude Petroleum and Natural Gas
0001442504,RADUGA INC.,787612,,,,,5090,Wholesale-Miscellaneous Durable Goods
0001442505,CLEARWIRE CORP /DE,786182,,,,,4899,"Communications Services, Not Elsewhere Classified"
0001442508,CNC DEVELOPMENT LTD.,785286,,,,,8700,"Services-Engineering, Accounting, Research, Management"
0001442596,YOUKU TUDOU INC.,785256,,,,,3663,Radio and Television Broadcasting and Communications Equipment
0001442620,"RECON TECHNOLOGY, LTD",785247,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,RCON,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
0001442626,"BLUEROCK RESIDENTIAL GROWTH REIT, INC.",786233,NYSE,NYSE MKT,NYSE MKT,BRG,6798,Real Estate Investment Trusts
0001442634,"ORGANIC ALLIANCE, INC.",785319,OTC Markets,OTC Pink No Information,OTC,ORGC,7389,"Services-Business Services, Not Elsewhere Classified"
0001442698,CUBA VENTURES CORP,785348,OTC,Grey Market,OTC,MPSFF,,
0001442711,CYCLONE POWER TECHNOLOGIES INC,785336,OTC Markets,OTC Pink No Information,OTC,CYPW,3621,Motors and Generators
0001442741,"XENITH BANKSHARES, INC.",785785,,,,,6022,State Commercial Banks
0001442835,KOLLTAN PHARMACEUTICALS INC,785661,,,,,2834,Pharmaceutical Preparations
0001442836,"MERSANA THERAPEUTICS, INC.",785645,NASDAQ,NASDAQ Capital Market,Nasdaq Global Market,MRSN,2834,Pharmaceutical Preparations
0001442853,"INDO GLOBAL EXCHANGE(S) PTE, LTD.",787405,OTC Markets,OTC Pink Limited,OTC,IGEX,1000,Metal Mining
0001442999,ALTEROLA BIOTECH INC.,793986,OTC Markets,OTC Pink Current,OTC,ALTA,1000,Metal Mining
0001443005,"ECOFARMS INTERNATIONAL, INC.",788795,,,,,0100,Agricultural Production-Crops
0001443024,"O'GARA GROUP, INC.",786288,,,,,3827,Optical Instruments and Lenses
0001443062,BIOMEDICAL TECHNOLOGY SOLUTIONS HOLDINGS INC,786549,,,,,4955,Hazardous Waste Management
0001443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST,785927,,,,,6221,Commodity Contracts Brokers and Dealers
0001443089,"WEARABLE HEALTH SOLUTIONS, INC.",786864,OTC Markets,OTCQB,OTC,WHSI,3669,"Communications Equipment, Not Elsewhere Classified"
0001443105,SUPATCHA RESOURCES INC.,786871,OTC Markets,Caveat Emptor,OTC,SAEI,1000,Metal Mining
0001443115,"SOLYNDRA, INC.",786680,,,,,3674,Semiconductors and Related Devices
0001443157,EFLEETS CORP,786391,OTC Markets,OTC Pink No Information,OTC,EFLT,3711,Motor Vehicles and Passenger Car Bodies
0001443202,"COMMUNITY ALLIANCE, INC.",787416,,,,,6794,Patent Owners and Lessors
0001443242,"BOHAI PHARMACEUTICALS GROUP, INC.",785928,OTC Markets,OTC Pink No Information,OTC,BOPH,2834,Pharmaceutical Preparations
0001443270,CORMAC MINING INC.,786251,,,,,1000,Metal Mining
0001443388,GREEN HYGIENICS HOLDINGS INC.,787766,OTC Markets,OTC Pink Limited,OTC,GRYN,1000,Metal Mining
0001443425,GULF KEYSTONE PETROLEUM LTD,785904,OTC Markets,OTCQX International,OTC,GFKSY,,
0001443475,SEEKER TEC INTERNATIONAL INC,786031,OTC Markets,OTC Pink Current,OTC,SNTL,,
0001443589,"TRIDENT BANCSHARES, INC.",786965,,,,,6022,State Commercial Banks
0001443611,SINGLEPOINT INC.,787362,OTC Markets,OTC Pink Current,OTC,SING,5960,Retail-Nonstore Retailers
0001443646,BOOZ ALLEN HAMILTON HOLDING CORP,786199,NYSE,NYSE,NYSE,BAH,8742,Services-Management Consulting Services
0001443669,PROTO LABS INC,786297,NYSE,NYSE,NYSE,PRLB,3440,Fabricated Structural Metal Products
0001443699,KOREA MILESTONE ACQUISITION CORP,786277,,,,,6770,Blank Checks
0001443799,"GENER8 MARITIME, INC.",786764,NYSE,NYSE,NYSE,GNRT,4412,Deep Sea Foreign Transportation of Freight
0001443818,"FREEDOM ENVIRONMENTAL SERVICES, INC.",786428,,,,,4955,Hazardous Waste Management
0001443863,BIOCORRX INC.,787305,OTC Markets,OTC Pink Current,OTC,BICX,8093,"Services-Specialty Outpatient Facilities, Not Elsewhere Classifi"
0001443968,ASIA SELECT ACQUISITION I CORP.,801888,,,,,,
0001443977,"SOLAR ENERGY TOWERS, INC.",786759,,,,,4911,Electric Services
0001443979,CHINA NETWORKS INTERNATIONAL HOLDINGS LTD,786558,OTC Markets,OTC Pink Current,OTC,CNWHF,7310,Services-Advertising
0001444025,"ST. VINCENT PRESS, INC.",787348,,,,,2731,"Books: Publishing, or Publishing and Printing"
0001444064,"KORE NUTRITION, INC.",786765,,,,,2080,Beverages
0001444143,"CLS CAPITAL GROUP, INC.",786723,,,,,6770,Blank Checks
0001444144,"ACCELERA INNOVATIONS, INC.",786722,OTC Markets,OTC Pink Limited,OTC,ACNV,8000,Services-Health Services
0001444145,AMERICAN PACIFIC PROPERTIES CORP.,786724,,,,,6770,Blank Checks
0001444177,"GREENHOUSE HOLDINGS, INC.",786737,,,,,5900,Retail-Miscellaneous Retail
0001444192,ACASTI PHARMA INC.,786885,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ACST,2834,Pharmaceutical Preparations
0001444212,PRESTIGE FURNISHING.COM INC,786785,,,,,5700,"Retail-Home Furniture, Furnishings and Equipment Stores"
0001444235,MELBANA ENERGY LTD,786774,OTC,Grey Market,OTC,MEOAF,,
0001444275,"LOT78, INC.",787314,OTC Markets,OTC Pink Current,OTC,LOTE,2300,Apparel and Other Finished Products of Fabrics and Similar Mater
0001444277,"ST. JOSEPH BANCORP, INC.",787858,,,,,6035,"Savings Institution, Federally Chartered"
0001444279,"EXERCISE FOR LIFE SYSTEMS, INC.",788058,OTC Markets,OTC Pink No Information,OTC,EFLS,7990,Services-Miscellaneous Amusement and Recreation
0001444307,ONCOSEC MEDICAL INC,786952,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ONCS,2834,Pharmaceutical Preparations
0001444310,"AMBICOM HOLDINGS, INC",787370,OTC Markets,OTC Pink Limited,OTC,ABHI,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
0001444313,"LADYBUG RESOURCE GROUP, INC.",786945,OTC Markets,OTC Pink No Information,OTC,LBRG,7389,"Services-Business Services, Not Elsewhere Classified"
0001444322,LONESTAR RESOURCES LTD,791289,,,,,,
0001444325,FORTESCUE METALS GROUP LTD,791111,OTC Markets,OTCQX International Premier,OTC,FSUGY,,
0001444327,LYNAS CORP LTD,791376,OTC Markets,OTC Pink Current,OTC,LYSCF,,
0001444358,"LAWLER DESIGN, INC.",787037,,,,,7310,Services-Advertising
0001444363,"GAIN CAPITAL HOLDINGS, INC.",811058,NYSE,NYSE,NYSE,GCAP,6221,Commodity Contracts Brokers and Dealers
0001444377,"BLUE GEM ENTERPRISE, INC.",787511,OTC Markets,OTC Pink No Information,OTC,BGEM,1000,Metal Mining
0001444380,NEVRO CORP,787003,NYSE,NYSE,NYSE,NVRO,3841,Surgical and Medical Instruments and Apparatus
0001444397,OCEAN SHORE HOLDING CO.,787576,,,,,6035,"Savings Institution, Federally Chartered"
0001444403,CODE GREEN APPAREL CORP,788176,OTC Markets,OTC Pink Current,OTC,CGAC,1040,Gold And Silver Ores
0001444406,ECOPETROL S.A.,787527,NYSE,NYSE,NYSE,EC,1311,Crude Petroleum and Natural Gas
0001444598,"CHANGE HEALTHCARE HOLDINGS, INC.",787529,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001444679,EDGEN MURRAY LTD,788319,,,,,5051,Wholesale-Metals Service Centers and Offices
0001444680,"AUTOBRAG, INC",787306,,,,,5500,Retail-Auto Dealers and Gasoline Stations
0001444702,"APOLLO CAPITAL GROUP, INC.",787667,,,,,3652,Phonograph Records and Prerecorded Audio Tapes and Disks
0001444703,CATALYST GROUP HOLDINGS CORP.,787605,,,,,2750,Commercial Printing
0001444706,CROSSROADS LIQUIDATING TRUST,787337,,,,,,
0001444756,1ST SECURITY BANCORP INC,792271,,,,,6036,"Savings Institutions, Not Federally Chartered"
0001444834,FAR EAST WIND POWER CORP.,787610,OTC Markets,Caveat Emptor,OTC,FEWP,2090,Miscellaneous Food Preparations and Kindred Products
0001444837,"OCTAGON 88 RESOURCES, INC.",787909,OTC Markets,OTC Pink No Information,OTC,OCTX,1381,Drilling Oil and Gas Wells
0001444839,BRAVO MULTINATIONAL INC.,792761,OTC Markets,OTC Pink Current,OTC,BRVO,7990,Services-Miscellaneous Amusement and Recreation
0001444855,"DONGSHENG PHARMACEUTICAL INTERNATIONAL CO., LTD.",790882,OTC Markets,OTC Pink No Information,OTC,DNGH,5122,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
0001444874,"TETON ADVISORS, INC.",791399,OTC Markets,OTC Pink Limited,OTC,TETAA,6282,Investment Advice
0001444903,"LIVE BUZZ, INC",790489,,,,,7370,"Services-Computer Programming, Data Processing, Etc."
0001444904,MEAD JOHNSON NUTRITION CO,787661,,,,,2000,Food and kindred products
0001444914,UNIVERSAL INFOTAINMENT SYSTEMS CORP,787458,OTC Markets,OTC Pink No Information,OTC,UNIV,3669,"Communications Equipment, Not Elsewhere Classified"
0001445049,ENERGY FUTURE COMPETITIVE HOLDINGS CO LLC,787823,,,,,4911,Electric Services
0001445109,CLEAN COAL TECHNOLOGIES INC.,795864,OTC Markets,OTC Pink Current,OTC,CCTC,1311,Crude Petroleum and Natural Gas
0001445175,"HIGHLIGHT NETWORKS, INC.",788002,OTC Markets,OTC Pink No Information,OTC,HNET,5090,Wholesale-Miscellaneous Durable Goods
0001445186,"GREEN SOLUTIONS CHINA, INC.",787772,,,,,0700,Agricultural Services
0001445196,CEDAR CREEK MINES LTD.,808330,,,,,1000,Metal Mining
0001445222,"ESIMPLE, INC.",788011,,,,,8200,Services-Educational Services
0001445223,"RFI TECHNOLOGIES, INC.",788125,,,,,3679,"Electronic Components, Not Elsewhere Classified"
0001445227,"TRAILERDRAGON, INC.",787908,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001445229,FUER INTERNATIONAL INC.,788202,,,,,6770,Blank Checks
0001445235,HYBRID COATING TECHNOLOGIES INC.,788423,OTC Markets,OTC Pink Current,OTC,HCTI,2851,"Paints, Varnishes, Lacquers, Enamels and Allied Prods"
0001445274,VALERITAS INC,787738,,,,,3841,Surgical and Medical Instruments and Apparatus
0001445283,"PROTEOSTASIS THERAPEUTICS, INC.",787729,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,PTI,2834,Pharmaceutical Preparations
0001445297,"CONFORCE INTERNATIONAL, INC.",791458,OTC Markets,OTC Pink No Information,OTC,CFRI,4400,Water transportation
0001445305,WORKIVA INC,787804,NYSE,NYSE,NYSE,WK,7372,Services-Prepackaged Software
0001445314,TRIMEX EXPLORATION INC.,788303,,,,,1040,Gold And Silver Ores
