adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001564590-16-028351	798783	UNIVERSAL HEALTH REALTY INCOME TRUST	6798	US	PA	KING OF PRUSSIA	19406	UNIVERSAL CORPORATE CTR	367 S GULPH RD	610-265-0688	US	PA	KING OF PRUSSIA	19406	UNIVERSAL CORPORATE CTR	367 S GULPH ROAD	US	MD	236858580			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:24:00.0	0	1	uht-20160930.xml	1	
0001564590-16-028352	1501756	ADVERUM BIOTECHNOLOGIES, INC.	2836	US	CA	MENLO PARK	94025	1035 O'BRIEN DRIVE		650-272-6269	US	CA	MENLO PARK	94025	1035 O'BRIEN DRIVE		US	DE	205258327	AVALANCHE BIOTECHNOLOGIES, INC.	20100921	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:25:00.0	0	1	advm-20160930.xml	1	
0001564590-16-028360	352915	UNIVERSAL HEALTH SERVICES INC	8062	US	PA	KING OF PRUSSIA	19406	367 S GULPH RD		6107683300	US	PA	KING OF PRUSSIA	19406	367 S GULPH ROAD		US	DE	232077891			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:32:00.0	0	1	uhs-20160930.xml	1	
0001564590-16-028361	10254	EARTHSTONE ENERGY INC	1311	US	TX	THE WOODLANDS	77380	1400 WOODLOCH FOREST DRIVE	SUITE 300	281-298-4246	US	TX	THE WOODLANDS	77380	1400 WOODLOCH FOREST DRIVE	SUITE 300	US	DE	840592823	BASIC EARTH SCIENCE SYSTEMS INC	19920703	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:32:00.0	0	1	este-20160930.xml	1	
0001564590-16-028363	1038205	BANK OF THE OZARKS INC	6022	US	AR	LITTLE ROCK	72223	17901 CHENAL PARKWAY		(501) 978-22	US	AR	LITTLE ROCK	72231	P.O. BOX 8811		US	AR	710556208			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:34:00.0	0	1	ozrk-20160930.xml	1	
0001564590-16-028367	1627487	FOGO DE CHAO, INC.	5812	US	TX	DALLAS	75254	14881 QUORUM DRIVE	SUITE 750	(214) 960-95	US	TX	DALLAS	75254	14881 QUORUM DRIVE	SUITE 750	US	DE	455353489			4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:37:00.0	0	1	fogo-20161002.xml	1	
0001564590-16-028372	811240	BIOLASE, INC	3843	US	CA	IRVINE	92618	4 CROMWELL		949-361-1200	US	CA	IRVINE	92618	4 CROMWELL		US	DE	870442441	BIOLASE TECHNOLOGY INC	19941117	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:43:00.0	0	1	biol-20160930.xml	1	
0001564590-16-028376	1413837	FIRST FOUNDATION INC.	6022	US	CA	IRVINE	92612	18101 VON KARMAN AVE	SUITE 700	949-222-2030	US	CA	IRVINE	92612	18101 VON KARMAN AVE	SUITE 700	US	CA	000000000	KELLER FINANCIAL GROUP	20071001	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:56:00.0	0	1	ffwm-20160930.xml	1	
0001564590-16-028384	1066104	CEB INC.	8742	US	VA	ARLINGTON	22209	1919 NORTH LYNN ST.		5713033000	US	VA	ARLINGTON	22209	1919 NORTH LYNN ST.		US	DE	522056410	CORPORATE EXECUTIVE BOARD CO	19980728	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 17:26:00.0	0	1	ceb-20160930.xml	1	
0001564590-16-028396	1394319	TRACON PHARMACEUTICALS, INC.	2836	US	CA	SAN DIEGO	92122	8910 UNIVERSITY CENTER DRIVE	SUITE 700	858-550-0780	US	CA	San Diego	92122	8910 UNIVERSITY CENTER DRIVE	SUITE 700	US	DE	000000000	TRACON PHARMACEUTICALS INC	20070324	5-SML	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-08 18:21:00.0	0	1	tcon-20160930.xml	1	
0001564590-16-028404	1564902	SEAWORLD ENTERTAINMENT, INC.	7990	US	FL	ORLANDO	32819	9205 SOUTH PARK CENTER LOOP	SUITE 400	(407) 226-50	US	FL	ORLANDO	32819	9205 SOUTH PARK CENTER LOOP	SUITE 400	US	DE	271220297			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-08 18:37:00.0	0	1	seas-20160930.xml	1	
0001564590-16-028444	1142417	NEXSTAR BROADCASTING GROUP INC	4833	US	TX	IRVING	75062	545 EAST JOHN CARPENTER FREEWAY	SUITE 700	972-373-8800	US	TX	IRVING	75062	545 EAST JOHN CARPENTER FREEWAY	SUITE 700	US	DE	233083125			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-08 20:21:00.0	0	1	nxst-20160930.xml	1	
0001564590-16-028448	720672	STIFEL FINANCIAL CORP	6211	US	MO	ST. LOUIS	63102-2102	ATTN: JAMES G. LASCHOBER	501 N. BROADWAY	314-342-2000	US	MO	ST. LOUIS	63102-2102	ATTN: JAMES G. LASCHOBER	501 N. BROADWAY	US	DE	431273600			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-08 21:13:00.0	0	1	sf-20160930.xml	1	
0001564590-16-028455	789570	MGM RESORTS INTERNATIONAL	7011	US	NV	LAS VEGAS	89109	3600 LAS VEGAS BLVD S		702-693-7120	US	NV	LAS VEGAS	89109	3600 LAS VEGAS BLVD S.		US	DE	880215232	MGM MIRAGE	20000823	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 06:06:00.0	0	1	mgm-20160930.xml	1	
0001564590-16-028456	1527190	NATIONAL CINEMEDIA, LLC	7310	US	CO	CENTENNIAL	80112-3405	9100 E. NICHOLS AVENUE	SUITE 200	303-792-3600	US	CO	CENTENNIAL	80112-3405	9100 E. NICHOLS AVENUE	SUITE 200	US	DE	202632505			4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 06:05:00.0	0	1	ncmllc-20160929.xml	1	
0001564590-16-028464	1540729	FORESIGHT ENERGY LP	1220	US	MO	ST. LOUIS	63102	211 NORTH BROADWAY, SUITE 2600		314-932-6160	US	MO	ST. LOUIS	63102	211 NORTH BROADWAY, SUITE 2600		US	DE	800778894	FORESIGHT ENERGY PARTNERS LP	20120127	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 06:42:00.0	0	1	felp-20160930.xml	1	
0001564590-16-028478	1348649	COLUCID PHARMACEUTICALS, INC.	2834	US	MA	CAMBRIDGE	02142	222 THIRD STREET		781-365-2596	US	MA	CAMBRIDGE	02142	222 THIRD STREET				203419541	COLUCID PHARMACEUTICALS INC	20060104	5-SML	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 08:01:00.0	0	1	clcd-20160930.xml	1	
0001564590-16-028480	1636282	AEGLEA BIOTHERAPEUTICS, INC.	2834	US	TX	AUSTIN	78746	901 S. MOPAC EXPRESSWAY, STE. 250	BARTON OAKS PLAZA ONE	(512) 942-29	US	TX	AUSTIN	78746	901 S. MOPAC EXPRESSWAY, STE. 250	BARTON OAKS PLAZA ONE	US	DE	464312787			4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 08:02:00.0	0	1	agle-20160930.xml	1	
0001564590-16-028485	1281895	INOTEK PHARMACEUTICALS CORP	2834	US	MA	LEXINGTON	02421	91 HARTWELL AVE	2ND FLOOR	781-676-2100	US	MA	LEXINGTON	02421	91 HARTWELL AVE	2ND FLOOR	US	DE	000000000			5-SML	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 08:13:00.0	0	1	itek-20160930.xml	1	
0001564590-16-028487	1342126	MORGANS HOTEL GROUP CO.	7011	US	NY	NEW YORK	10018	475 TENTH AVENUE		212-277-4100	US	NY	NEW YORK	10018	475 TENTH AVENUE		US	DE	161736884			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 08:31:00.0	0	1	mhgc-20160930.xml	1	
0001564590-16-028488	791908	XOMA CORP	2834	US	CA	BERKELEY	94710	2910 SEVENTH ST		5106441170	US	CA	BERKELEY	94710	2910 SEVENTH ST		US	DE	942756657	XOMA LTD /DE/	19990107	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 09:01:00.0	0	1	xoma-20160930.xml	1	
0001564590-16-028492	1098972	AGENUS INC	2836	US	MA	LEXINGTON	02421	3 FORBES ROAD		781-674-4410	US	MA	LEXINGTON	02421	3 FORBES ROAD		US	DE	061562417	ANTIGENICS INC /DE/	19991115	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 09:26:00.0	0	1	agen-20160930.xml	1	
0001564590-16-028505	834071	TOYOTA MOTOR CREDIT CORP	6141	US	CA	TORRANCE	90509	19001 S. WESTERN AVENUE		(310) 468-13	US	CA	TORRANCE	90509	19001 S. WESTERN AVENUE		US	CA	953775816			4-NON	0	0331	10-Q	20160930	2016	Q2	20161109	2016-11-09 10:40:00.0	0	1	tmcc-20160930.xml	1	
0001564590-16-028562	861878	STERICYCLE INC	4955	US	IL	LAKE FOREST	60045	28161 NORTH KEITH DRIVE	-	8473675910	US	IL	LAKE FOREST	60045	28161 NORTH KEITH DRIVE	-	US	DE	363640402			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 14:44:00.0	0	1	srcl-20160930.xml	1	
0001564590-16-028577	1060009	KINDRED HEALTHCARE, INC	8050	US	KY	LOUISVILLE	40202	680 SOUTH FOURTH STREET		5025967300	US	KY	LOUISVILLE	40202	680 SOUTH FOURTH STREET		US	DE	611323993	KINDRED HEALTHCARE INC	20010731	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 15:29:00.0	0	1	knd-20160930.xml	1	
0001564590-16-028582	1371446	FBR & CO.	6211	US	VA	ARLINGTON	22209	1300 NORTH 17TH STREET	SUITE 1400	703-312-9500	US	VA	ARLINGTON	22209	1300 NORTH 17TH STREET	SUITE 1400	US	VA	000000000	FBR CAPITAL MARKETS CORP	20060803	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 15:35:00.0	0	1	fbrc-20160930.xml	1	
0001564590-16-028583	850261	SORRENTO THERAPEUTICS, INC.	8731	US	CA	SAN DIEGO	92121	9380 JUDICIAL DRIVE		858-210-3700	US	CA	SAN DIEGO	92121	9380 JUDICIAL DRIVE		US	DE	330344842	QUIKBYTE SOFTWARE INC	19920703	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 15:38:00.0	0	1	srne-20160930.xml	1	
0001564590-16-028596	943861	GOODRICH PETROLEUM CORP	1311	US	TX	HOUSTON	77002	801 LOUISIANA	SUITE 700	7137809494	US	TX	HOUSTON	77002	801 LOUISIANA	SUITE 700	US	DE	760466193			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 15:55:00.0	0	1	gdp-20160930.xml	1	
0001564590-16-028600	1528985	INLAND REAL ESTATE INCOME TRUST, INC.	6798	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		6302188000	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		US	MD	453079597	INLAND MONTHLY INCOME TRUST, INC.	20120130	4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 15:57:00.0	0	1	ck0001528985-20160930.xml	1	
0001564590-16-028605	1016169	ANTARES PHARMA, INC.	3841	US	NJ	EWING	08628	100 PRINCETON SOUTH	SUITE 300	609-359-3020	US	NJ	EWING	08628	100 PRINCETON SOUTH	SUITE 300	US	DE	411350192	ANTARES PHARMA INC	20060120	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:01:00.0	0	1	atrs-20160930.xml	1	
0001564590-16-028609	1517022	AKEBIA THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	245 FIRST STREET	SUITE 1100	617-871-2098	US	MA	CAMBRIDGE	02142	245 FIRST STREET	SUITE 1100	US	DE	208756903			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:03:00.0	0	1	akba-20160930.xml	1	
0001564590-16-028610	868725	RENTECH, INC.	2870	US	CA	LOS ANGELES	90024	10877 WILSHIRE BLVD, 10TH FLOOR		310-571-9800	US	CA	LOS ANGELES	90024	10877 WILSHIRE BLVD, 10TH FLOOR		US	CO	840957421	RENTECH INC /CO/	19930328	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:05:00.0	0	1	rtk-20160930.xml	1	
0001564590-16-028613	1080709	ARENA PHARMACEUTICALS INC	2834	US	CA	SAN DIEGO	92121	6154 NANCY RIDGE DRIVE		858-453-7200	US	CA	SAN DIEGO	92121	6154 NANCY RIDGE DRIVE		US	DE	232908305			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:06:00.0	0	1	arna-20160930.xml	1	
0001564590-16-028614	1496671	CALITHERA BIOSCIENCES, INC.	2834	US	CA	SOUTH SAN FRANCISCO	94080	343 OYSTER POINT BLVD #200		650-870-1000	US	CA	SOUTH SAN FRANCISCO	94080	343 OYSTER POINT BLVD #200		US	DE	272366329			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:06:00.0	0	1	cala-20160930.xml	1	
0001564590-16-028615	1617242	KEARNY FINANCIAL CORP.	6035	US	NJ	FAIRFIELD	07004	120 PASSAIC AVENUE		(973) 244-45	US	NJ	FAIRFIELD	07004	120 PASSAIC AVENUE		US	MD	000000000			1-LAF	0	0630	10-Q	20160930	2017	Q1	20161109	2016-11-09 16:07:00.0	0	1	krny-20160930.xml	1	
0001564590-16-028616	1397516	REX ENERGY CORP	1311	US	PA	STATE COLLEGE	16801	366 WALKER DRIVE		814-278-7267	US	PA	STATE COLLEGE	16801	366 WALKER DRIVE		US	DE	208814402			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:07:00.0	0	1	rexx-20160930.xml	1	
0001564590-16-028617	1401667	PUMA BIOTECHNOLOGY, INC.	2834	US	CA	LOS ANGELES	90024	10880 WILSHIRE BLVD.	SUITE 2150	(424) 248-65	US	CA	LOS ANGELES	90024	10880 WILSHIRE BLVD.	SUITE 2150	US	DE	770683487	INNOVATIVE ACQUISITIONS CORP	20070601	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:07:00.0	0	1	pbyi-20160930.xml	1	
0001564590-16-028621	1087934	INCONTACT, INC.	7372	US	UT	SANDY	84070	75 WEST TOWNE RIDGE PARKWAY	TOWER 1	(801) 320-32	US	UT	SANDY	84070	75 WEST TOWNE RIDGE PARKWAY	TOWER 1	US	DE	870528557	UCN INC	20040722	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:09:00.0	0	1	saas-20160930.xml	1	
0001564590-16-028622	1180079	SILVER SPRING NETWORKS INC	3576	US	CA	REDWOOD CITY	94063	555 BROADWAY ST.		650-298-4200	US	CA	REDWOOD CITY	94063	555 BROADWAY ST.		US	DE	000000000			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:09:00.0	0	1	ssni-20160930.xml	1	
0001564590-16-028633	1403708	EVOKE PHARMA INC	2834	US	CA	SOLANA BEACH	92075	505 LOMAS SANTA FE DRIVE	SUITE 270	858-345-1494	US	CA	SOLANA BEACH	92075	505 LOMAS SANTA FE DRIVE	SUITE 270	US	DE	208447886			5-SML	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:16:00.0	0	1	evok-20160930.xml	1	
0001564590-16-028634	1512762	COHERUS BIOSCIENCES, INC.	2836	US	CA	REDWOOD CITY	94065	C/O DENNIS M. LANFEAR	333 TWIN DOLPHIN DR, SUITE 600	(650) 649-35	US	CA	REDWOOD CITY	94065	C/O DENNIS M. LANFEAR	333 TWIN DOLPHIN DR, SUITE 600	US	DE	273615821	BIOGENERICS, INC.	20110210	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:16:00.0	0	1	chrs-20160930.xml	1	
0001564590-16-028636	31235	EASTMAN KODAK CO	3861	US	NY	ROCHESTER	14650-0910	343 STATE ST		7167244000	US	NY	ROCHESTER	14650	343 STATE STREET		US	NJ	160417150			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:17:00.0	0	1	kodk-20160930.xml	1	
0001564590-16-028642	1590877	REGENXBIO INC.	2836	US	MD	ROCKVILLE	20850	9600 BLACKWELL ROAD	SUITE 210	240-552-8181	US	MD	ROCKVILLE	20850	9600 BLACKWELL ROAD	SUITE 210	US	DE	000000000	REGENXBIO, INC.	20150116	4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:21:00.0	0	1	rgnx-20160930.xml	1	
0001564590-16-028647	1408356	SOLARCITY CORP	1700	US	CA	SAN MATEO	94402	3055 CLEARVIEW WAY		650-638-1028	US	CA	SAN MATEO	94402	3055 CLEARVIEW WAY		US	DE	020781046			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:24:00.0	0	1	scty-20160930.xml	1	
0001564590-16-028654	1171155	RADIANT LOGISTICS, INC	4731	US	WA	BELLEVUE	98004	405 114TH AVENUE, SE	THIRD FLOOR	425-943-4599	US	WA	BELLEVUE	98004	405 114TH AVENUE, SE	THIRD FLOOR	US	DE	043625550	GOLF TWO INC	20020415	2-ACC	0	0630	10-Q	20160930	2017	Q1	20161109	2016-11-09 16:28:00.0	0	1	rlgt-20160930.xml	1	
0001564590-16-028656	1589094	RIGHTSIDE GROUP, LTD.	7389	US	WA	KIRKLAND	98033	5808 LAKE WASHINGTON BLVD., NE, STE. 300		425-298-2500	US	WA	KIRKLAND	98033	5808 LAKE WASHINGTON BLVD., NE, STE. 300		US	DE	320415537			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:28:00.0	0	1	name-20160930.xml	1	
0001564590-16-028662	1629210	PARAMOUNT GOLD NEVADA CORP.	1000							(775) 625-36	US	NV	WINNEMUCCA	89445	665 ANDERSON STREET				980138393			5-SML	0	0630	10-Q	20160930	2017	Q1	20161109	2016-11-09 16:32:00.0	0	1	pzg-20160930.xml	1	
0001564590-16-028664	32621	EMERSON RADIO CORP	3651	US	NJ	HACKENSACK	07601	3 UNIVERSITY PLAZA	SUITE 405	9738845800	US	NJ	HACKENSACK	07601	3 UNIVERSITY PLAZA	SUITE 405	US	DE	223285224	MAJOR ELECTRONICS CORP	19770921	5-SML	0	0331	10-Q	20160930	2016	Q2	20161109	2016-11-09 16:32:00.0	0	1	msn-20160930.xml	1	
0001564590-16-028666	1094348	MATTERSIGHT CORP	7373	US	IL	CHICAGO	60606	200 S. WACKER DRIVE #820		877-235-6925	US	IL	CHICAGO	60606	200 S. WACKER DRIVE #820		US	DE	364304577	ELOYALTY CORP	19990902	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:33:00.0	0	1	matr-20160930.xml	1	
0001564590-16-028676	1455684	TPI COMPOSITES, INC	3510	US	AZ	SCOTTSDALE	85253	8501 N SCOTTSDALE ROAD	GAINEY CENTER II, SUITE 100	480-305-8910	US	AZ	SCOTTSDALE	85253	8501 N SCOTTSDALE ROAD	GAINEY CENTER II, SUITE 100			201590775	TPI COMPOSITES INC	20090206	4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:42:00.0	0	1	tpic-20160930.xml	1	
0001564590-16-028679	1669811	DONNELLEY FINANCIAL SOLUTIONS, INC.	7380	US	IL	CHICAGO	60601	35 WEST WACKER DRIVE		844-866-4337	US	IL	CHICAGO	60601	35 WEST WACKER DRIVE		US	DE	344829638			4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:42:00.0	0	1	dfin-20160930.xml	1	
0001564590-16-028680	1389002	MARIN SOFTWARE INC	7374	US	CA	SAN FRANCISCO	94105	123 MISSION ST	25TH FLOOR	415-399-2580	US	CA	SAN FRANCISCO	94105	123 MISSION ST	25TH FLOOR	US	DE	204647180			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:43:00.0	0	1	mrin-20160930.xml	1	
0001564590-16-028681	857737	ICONIX BRAND GROUP, INC.	3140	US	NY	NEW YORK	10018	1450 BROADWAY, 4TH FL		212-730-0030	US	NY	NEW YORK	10018	1450 BROADWAY, 4TH FL		US	DE	112481903	CANDIES INC	19930604	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:43:00.0	0	1	icon-20160930.xml	1	
0001564590-16-028682	23194	COMSTOCK RESOURCES INC	1311	US	TX	FRISCO	75034	5300 TOWN AND COUNTRY BLVD	STE 500	9726688800	US	TX	FRISCO	75034	5300 TOWN AND COUNTRY BLVD	STE 500	US	NV	941667468	COMSTOCK TUNNEL & DRAINAGE CO	19880121	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:43:00.0	0	1	crk-20160930.xml	1	
0001564590-16-028685	1302028	MANITEX INTERNATIONAL, INC.	3559	US	IL	BRIDGEVIEW	60455	9725 INDUSTRIAL DRIVE		708-430-7500	US	IL	BRIDGEVIEW	60455	9725 INDUSTRIAL DRIVE		US	MI	421628978	VERI-TEK INTERNATIONAL, CORP.	20040831	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:47:00.0	0	1	mntx-20160930.xml	1	
0001564590-16-028686	1496268	REVA MEDICAL, INC.	3842	US	CA	SAN DIEGO	92111	5751 COPLEY DRIVE		(858) 966-30	US	CA	SAN DIEGO	92111	5751 COPLEY DRIVE		US	DE	330810505			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:47:00.0	0	1	rva-20160930.xml	1	
0001564590-16-028687	1449278	TUBEMOGUL INC	7372	US	CA	EMERYVILLE	94608	1250 53RD STREET, SUITE 6		510-653-0677	US	CA	EMERYVILLE	94608	1250 53RD STREET, SUITE 6		US	CA	510633881			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:49:00.0	0	1	tube-20160930.xml	1	
0001564590-16-028688	810509	NAVIDEA BIOPHARMACEUTICALS, INC.	2835	US	OH	DUBLIN	43017	5600 BLAZER PARKWAY	SUITE 200	6147937500	US	OH	DUBLIN	43017	5600 BLAZER PARKWAY	SUITE 200	US	DE	311080091	NEOPROBE CORP	19940714	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:50:00.0	0	1	navb-20160930.xml	1	
0001564590-16-028692	1117297	QUINSTREET, INC	7389	US	CA	FOSTER CITY	94404	950 TOWER LANE, 6TH FLOOR		650-578-7700	US	CA	FOSTER CITY	94404	950 TOWER LANE, 6TH FLOOR				770512121	QUINSTREET INC	20000627	2-ACC	0	0630	10-Q	20160930	2017	Q1	20161109	2016-11-09 16:53:00.0	0	1	qnst-20160930.xml	1	
0001564590-16-028693	1475922	PRIMERICA, INC.	6311	US	GA	DULUTH	30099	1 PRIMERICA PARKWAY		7703811000	US	GA	DULUTH	30099	1 PRIMERICA PARKWAY		US	DE	271204330			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:53:00.0	0	1	pri-20160930.xml	1	
0001564590-16-028699	1080657	NETREIT, INC.	6798	US	CA	ESCONDIDO	92029-2900	1282 PACIFIC OAKS PLACE		760-471-8536	US	CA	ESCONDIDO	92029-2900	1282 PACIFIC OAKS PLACE		US	MD	330841255	NETREIT	19990225	5-SML	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:59:00.0	0	1	netr-20160930.xml	1	
0001564590-16-028701	1561627	EXONE CO	3555	US	PA	NORTH HUNTINGDON	15642	127 INDUSTRY BOULEVARD		724-863-9663	US	PA	NORTH HUNTINGDON	15642	127 INDUSTRY BOULEVARD		US	DE	261480640	EX ONE CO	20130104	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:01:00.0	0	1	xone-20160930.xml	1	
0001564590-16-028702	1092289	TRANSATLANTIC PETROLEUM LTD.	1382	US	TX	ADDISON	75001	16803 DALLAS PARKWAY		214-220-4323	US	TX	ADDISON	75001	16803 DALLAS PARKWAY		BM		000000000	TRANSATLANTIC PETROLEUM CORP.	20050527	5-SML	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:02:00.0	0	1	tat-20160930.xml	1	
0001564590-16-028703	29002	DIODES INC /DEL/	3674	US	TX	PLANO	75024	4949 HEDGCOXE ROAD	SUITE 200	972-987-3900	US	TX	PLANO	75024	4949 HEDGCOXE ROAD	SUITE 200	US	DE	952039518			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:03:00.0	0	1	diod-20160930.xml	1	
0001564590-16-028710	1631574	WAVE LIFE SCIENCES LTD.	2834	SG		SINGAPORE	048424	8 CROSS STREET	#10-00	617-206-4830	SG		SINGAPORE	048424	8 CROSS STREET	#10-00	SG		000000000	WAVE LIFE SCIENCES LTD.	20151106	4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:15:00.0	0	1	wve-20160930.xml	1	
0001564590-16-028711	876378	TRANSENTERIX INC.	3841	US	NC	MORRISVILLE	27560	635 DAVIS DRIVE	SUITE 300	919-765-8400	US	NC	MORRISVILLE	27560	635 DAVIS DRIVE	SUITE 300	US	DE	112962080	SAFESTITCH MEDICAL, INC.	20080211	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:16:00.0	0	1	trxc-20160930.xml	1	
0001564590-16-028712	1128928	FLOWERS FOODS INC	2000	US	GA	THOMASVILLE	31757	1919 FLOWERS CIRCLE		9122269110	US	GA	THOMASVILLE	31757	1919 FLOWERS CIRCLE		US	GA	582582379			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:17:00.0	0	1	flo-20161008.xml	1	
0001564590-16-028714	1095981	CYTORI THERAPEUTICS, INC.	3841	US	CA	SAN DIEGO	92121	3020 CALLAN ROAD		8584580900	US	CA	SAN DIEGO	92121	3020 CALLAN ROAD		US	DE	330827593	MACROPORE INC	20010320	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:16:00.0	0	1	cytx-20160930.xml	1	
0001564590-16-028716	1211759	CONNECTURE INC	7372	US	WI	BROOKFIELD	53045	18500 W. CORPORATE DRIVE	SUITE 250	262-432-8282	US	WI	BROOKFIELD	53045	18500 W. CORPORATE DRIVE	SUITE 250	US	DE	000000000			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:19:00.0	0	1	cnxr-20160930.xml	1	
0001564590-16-028717	1274792	MERRIMACK PHARMACEUTICALS INC	2834	US	MA	CAMBRIDGE	02139	ONE KENDALL SQUARE	SUITE B7201	617-441-1000	US	MA	CAMBRIDGE	02139	ONE KENDALL SQUARE	SUITE B7201	US	DE	000000000			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 17:20:00.0	0	1	mack-20160930.xml	1	
0001564590-16-028755	1274032	INFOSONICS CORP	5065	US	CA	SAN DIEGO	92122	3636 NOBEL DRIVE, SUITE 325		858 373-1600	US	CA	SAN DIEGO	92122	3636 NOBEL DRIVE, SUITE 325				330599368	INFOSONICS CORP	20031219	5-SML	0	1231	10-Q	20160930	2016	Q3	20161110	2016-11-09 19:57:00.0	0	1	ifon-20160930.xml	1	
